fork_url;repo_id;repo_url;last_update;developer;url_developer;fork_update;commit_msg;update_status
https://github.com/AaronNovakDev/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;AaronNovakDev;;on 1 Dec 2020;This branch is 27 commits behind hybridgroup:release.;DESATUALIZADO
https://github.com/Aashritha27/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;Aashritha27;;on 19 Dec 2018;This branch is 129 commits behind hybridgroup:master.;DESATUALIZADO
https://github.com/abejide001/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;abejide001;;on 23 May 2019;This branch is 12 commits behind hybridgroup:master.;DESATUALIZADO
https://github.com/abhishek2894/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;abhishek2894;;on 10 May 2017;This branch is 565 commits behind hybridgroup:master.;DESATUALIZADO
https://github.com/abhishekgahlot/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;abhishekgahlot;;on 27 Jun 2016;This branch is 1808 commits behind hybridgroup:dev.;DESATUALIZADO
https://github.com/abourget/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;abourget;;on 7 Nov 2015;This branch is 1947 commits behind hybridgroup:dev.;DESATUALIZADO
https://github.com/abtris/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;abtris;;on 10 Jul 2018;This branch is 180 commits behind hybridgroup:master.;DESATUALIZADO
https://github.com/acaloiaro/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;acaloiaro;;on 15 Oct 2019;This branch is up to date with hybridgroup/gobot:master.;ATUALIZADO
https://github.com/acrowise/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;acrowise;;on 1 Dec 2020;This branch is 27 commits behind hybridgroup:release.;DESATUALIZADO
https://github.com/adolfoeliazat/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;adolfoeliazat;;on 15 Jun 2017;This branch is 491 commits behind hybridgroup:master.;DESATUALIZADO
https://github.com/AdyashaDash/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;AdyashaDash;;on 16 Feb 2017;This branch is 1006 commits behind hybridgroup:master.;DESATUALIZADO
https://github.com/aeknow/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;aeknow;;on 2 May;This branch is up to date with hybridgroup/gobot:release.;ATUALIZADO
https://github.com/afitzek/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;afitzek;;on 5 Nov 2017;This branch is 413 commits behind hybridgroup:master.;DESATUALIZADO
https://github.com/ahmadfajar92/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;ahmadfajar92;;on 30 Aug 2018;This branch is 131 commits behind hybridgroup:master.;DESATUALIZADO
https://github.com/AI-IOT/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;AI-IOT;;on 19 Dec 2018;This branch is 129 commits behind hybridgroup:master.;DESATUALIZADO
https://github.com/aimicm/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;aimicm;;on 5 Nov 2017;This branch is 413 commits behind hybridgroup:master.;DESATUALIZADO
https://github.com/aivizionz/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;aivizionz;;on 1 Dec 2020;This branch is 27 commits behind hybridgroup:release.;DESATUALIZADO
https://github.com/aixMonster/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;aixMonster;;on 1 Dec 2020;This branch is 27 commits behind hybridgroup:release.;DESATUALIZADO
https://github.com/ajesse11x/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;ajesse11x;;on 15 Oct 2019;This branch is up to date with hybridgroup/gobot:master.;ATUALIZADO
https://github.com/ajunlonglive/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;ajunlonglive;;on 1 Dec 2020;This branch is 27 commits behind hybridgroup:release.;DESATUALIZADO
https://github.com/aka-polyhedron/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;aka-polyhedron;;on 15 Oct 2019;This branch is up to date with hybridgroup/gobot:master.;ATUALIZADO
https://github.com/akashgupta05/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;akashgupta05;;on 15 Oct 2019;This branch is up to date with hybridgroup/gobot:master.;ATUALIZADO
https://github.com/akhudek/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;akhudek;;on 23 May 2019;This branch is 12 commits behind hybridgroup:master.;DESATUALIZADO
https://github.com/akosela/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;akosela;;on 17 Jun 2014;This branch is 2325 commits behind hybridgroup:master.;DESATUALIZADO
https://github.com/akumbhani66/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;akumbhani66;;on 23 Sep 2017;This branch is 468 commits behind hybridgroup:master.;DESATUALIZADO
https://github.com/alaverasg/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;alaverasg;;on 30 Aug 2018;This branch is 131 commits behind hybridgroup:master.;DESATUALIZADO
https://github.com/albertogg/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;albertogg;;on 29 Apr 2014;This branch is 2492 commits behind hybridgroup:master.;DESATUALIZADO
https://github.com/albertsema/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;albertsema;;on 24 Apr 2018;This branch is 263 commits behind hybridgroup:master.;DESATUALIZADO
https://github.com/Alcheemiist/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;Alcheemiist;;on 15 Oct 2019;This branch is up to date with hybridgroup/gobot:master.;ATUALIZADO
https://github.com/alex-bluemix/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;alex-bluemix;;on 7 Nov 2015;This branch is 1947 commits behind hybridgroup:dev.;DESATUALIZADO
https://github.com/alex-golang/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;alex-golang;;on 7 Nov 2015;This branch is 1947 commits behind hybridgroup:dev.;DESATUALIZADO
https://github.com/alex-learn/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;alex-learn;;on 7 May 2014;This branch is 2490 commits behind hybridgroup:master.;DESATUALIZADO
https://github.com/alexant533/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;alexant533;;on 5 Nov 2017;This branch is 413 commits behind hybridgroup:master.;DESATUALIZADO
https://github.com/alexcvig/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;alexcvig;;on 24 Apr 2018;This branch is 263 commits behind hybridgroup:master.;DESATUALIZADO
https://github.com/AlexShiLucky/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;AlexShiLucky;;on 26 Oct 2015;This branch is 1952 commits behind hybridgroup:dev.;DESATUALIZADO
https://github.com/AlexSun-lq/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;AlexSun-lq;;on 15 Oct 2019;This branch is up to date with hybridgroup/gobot:master.;ATUALIZADO
https://github.com/aliafshar/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;aliafshar;;on 17 Jul 2015;This branch is 1851 commits behind hybridgroup:master.;DESATUALIZADO
https://github.com/alittlebrighter/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;alittlebrighter;;on 30 Aug 2018;This branch is 131 commits behind hybridgroup:master.;DESATUALIZADO
https://github.com/alknopfler/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;alknopfler;;on 30 Aug 2018;This branch is 131 commits behind hybridgroup:master.;DESATUALIZADO
https://github.com/allanglen/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;allanglen;;on 12 Jul 2015;This branch is 1856 commits behind hybridgroup:master.;DESATUALIZADO
https://github.com/aloncn/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;aloncn;;on 1 Dec 2020;This branch is 27 commits behind hybridgroup:release.;DESATUALIZADO
https://github.com/alperbek/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;alperbek;;on 15 Oct 2019;This branch is up to date with hybridgroup/gobot:master.;ATUALIZADO
https://github.com/alvinsunalvin/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;alvinsunalvin;;on 15 Oct 2019;This branch is up to date with hybridgroup/gobot:master.;ATUALIZADO
https://github.com/amolasg/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;amolasg;;on 23 May 2019;This branch is 12 commits behind hybridgroup:master.;DESATUALIZADO
https://github.com/amshb001/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;amshb001;;on 25 May 2016;This branch is 1811 commits behind hybridgroup:dev.;DESATUALIZADO
https://github.com/andradeandrey/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;andradeandrey;;on 28 Dec 2013;This branch is 2559 commits behind hybridgroup:master.;DESATUALIZADO
https://github.com/AndreTeixeira1998/gobot;"hybridgroup/gobot
";"https://github.com/hybridgroup/gobot
";on 2 May;AndreTeixeira1998;;on 2 May;This branch is up to date with hybridgroup/gobot:release.;ATUALIZADO
